url,titre,entreprise,date_publication,region,ville,contrat,experience,niveau_etude,competences_cles,skills_list,experience_cat,annee,mois
https://www.emploi.ma/offre-emploi-maroc/controleur-gestion-casablanca-9235366,Contrôleur de Gestion - Casablanca,GENERAL PRIVATE INTERIM,2026-02-17,Casablanca-Mohammedia,Casablanca,Intérim,Expérience entre 2 ans et 5 ans - Expérience entre 5 ans et 10 ans - Expérience > 10 ans,Bac+5 et plus,Comptabilité - Trésorerie - Comptabilité Générale - Analyse Financière - Gestion - Finance,"['Comptabilité', 'Trésorerie', 'Comptabilité Générale', 'Analyse Financière', 'Gestion', 'Finance']",Junior (2-5 ans),2026,2
https://www.emploi.ma/offre-emploi-maroc/project-supply-manager-junior-hf-casablanca-9255587,Project Supply Manager Junior (H/F) - Casablanca,DEKRA SERVICES,2026-03-06,Casablanca-Mohammedia,Casablanca,CDD,Non spécifié,Bac+5 et plus,Export - Import - Importation - Transport - Dédouanement - Stocks - Export,"['Export', 'Import', 'Importation', 'Transport', 'Dédouanement', 'Stocks', 'Export']",Non spécifié,2026,3
https://www.emploi.ma/offre-emploi-maroc/chargee-recrutement-casablanca-ain-sebaa-9279061,Chargé(e) de Recrutement - Casablanca - Ain Sebaa,TECTRA AGENCE AIN SBAA,2026-03-16,Casablanca-Mohammedia,Casablanca,CDI,Expérience entre 2 ans et 5 ans - Expérience entre 5 ans et 10 ans - Expérience > 10 ans,Bac+3 - Bac+4 - Bac+5 et plus,Formation - Recrutement,"['Formation', 'Recrutement']",Junior (2-5 ans),2026,3
https://www.emploi.ma/offre-emploi-maroc/superviseur-operations-maritime-anglophone-hf-mohammedia-9281437,Superviseur Opérations Maritime Anglophone H/F - Mohammedia,TECTRA,2026-03-18,Casablanca-Mohammedia,Mohammedia,CDI,Expérience entre 2 ans et 5 ans,Bac+5 et plus,Transport,['Transport'],Junior (2-5 ans),2026,3
https://www.emploi.ma/offre-emploi-maroc/senior-data-scientist-hf-casablanca-9134213,Senior Data Scientist (H/F) - Casablanca,AFRICAWORK,2026-02-20,Casablanca-Mohammedia - Rabat-Salé-Kénitra,Casablanca,CDI,Expérience entre 5 ans et 10 ans - Expérience > 10 ans,Bac+4 - Bac+5 et plus,SQL - TENSORFLOW - SPARK - PYTHON - HADOOP,"['SQL', 'TENSORFLOW', 'SPARK', 'PYTHON', 'HADOOP']",Confirmé (5-10 ans),2026,2
https://www.emploi.ma/offre-emploi-maroc/juriste-senior-anglophone-8185414,Juriste Senior (Anglophone),BOTTU,2026-02-07,Casablanca-Mohammedia,Non spécifié,CDI,Expérience entre 5 ans et 10 ans,Bac+5 et plus,Droit - Contentieux - Risques Juridiques,"['Droit', 'Contentieux', 'Risques Juridiques']",Confirmé (5-10 ans),2026,2
https://www.emploi.ma/offre-emploi-maroc/bim-modeleur-arc-facades-details-familles-casablanca-9272594,BIM Modeleur ARC – Façades / Détails / Familles - Casablanca,JOB CONNECT,2026-03-11,Casablanca-Mohammedia,Casablanca,CDI,Expérience entre 2 ans et 5 ans - Expérience entre 5 ans et 10 ans - Expérience > 10 ans,Bac+3 - Bac+4 - Bac+5 et plus,BIM - Architecture - REVIT,"['BIM', 'Architecture', 'REVIT']",Junior (2-5 ans),2026,3
https://www.emploi.ma/offre-emploi-maroc/charge-juridique-casablanca-ain-sebaa-9176747,Chargé Juridique - Casablanca Ain Sebaa,BRICOMA,2026-03-13,Casablanca-Mohammedia,Casablanca,CDI,Expérience entre 2 ans et 5 ans - Expérience entre 5 ans et 10 ans - Expérience > 10 ans,Bac+5 et plus,Droit - Contentieux - Réglementations,"['Droit', 'Contentieux', 'Réglementations']",Junior (2-5 ans),2026,3
https://www.emploi.ma/offre-emploi-maroc/assistante-administrative-commerciale-meknes-9273642,Assistante Administrative / Commerciale - Meknès,SOMACOS,2026-03-12,Agadir - Béni Mellal-Khénifra - Casablanca-Mohammedia - Dakhla - Errachidia - Fès - Guelmim - Laâyoune - Marrakech-Safi - Meknès - Oujda - Rabat-Salé-Kénitra - Settat - Tanger-Tétouan-Al Hoceïma - International,Meknès,CDI,Expérience entre 2 ans et 5 ans - Expérience entre 5 ans et 10 ans - Expérience > 10 ans,Bac+3 - Bac+4 - Bac+5 et plus,Comptabilité - Administration - Maintenance - Qualité,"['Comptabilité', 'Administration', 'Maintenance', 'Qualité']",Junior (2-5 ans),2026,3
https://www.emploi.ma/offre-emploi-maroc/product-specialiste-hemostase-casa-sud-9215745,Product Specialiste Hémostase - Casa-Sud,AMANYS PHARMA,2026-02-03,Casablanca-Mohammedia,Casa-Sud,CDI,Expérience entre 2 ans et 5 ans - Expérience entre 5 ans et 10 ans - Expérience > 10 ans,Bac+4 - Bac+5 et plus,Communication - Plan Marketing - Marketing - Vente,"['Communication', 'Plan Marketing', 'Marketing', 'Vente']",Junior (2-5 ans),2026,2
https://www.emploi.ma/offre-emploi-maroc/developpeur-rpa-agent-autonome-mohammedia-9140130,Développeur RPA et Agent Autonome - Mohammedia,BRIQUETERIE JBEL ANNOUR,2026-03-06,Casablanca-Mohammedia,Mohammedia,CDI,Débutant < 2 ans - Expérience entre 2 ans et 5 ans - Expérience entre 5 ans et 10 ans - Expérience > 10 ans,Bac+2 - Bac+3 - Bac+4 - Bac+5 et plus,Cartographie - Architecture,"['Cartographie', 'Architecture']",Débutant,2026,3
https://www.emploi.ma/offre-emploi-maroc/gestionnaire-stock-meknes-9273661,Gestionnaire de Stock - Meknès,SOMACOS,2026-03-12,Agadir - Béni Mellal-Khénifra - Casablanca-Mohammedia - Dakhla - Errachidia - Fès - Guelmim - Laâyoune - Marrakech-Safi - Meknès - Oujda - Rabat-Salé-Kénitra - Settat - Tanger-Tétouan-Al Hoceïma - International,Meknès,CDI - CDD,Expérience entre 2 ans et 5 ans - Expérience entre 5 ans et 10 ans,Bac+2 - Bac+3,Gestion des Stocks - Maintenance - Production - CACES - Qualité,"['Gestion des Stocks', 'Maintenance', 'Production', 'CACES', 'Qualité']",Junior (2-5 ans),2026,3
https://www.emploi.ma/offre-emploi-maroc/comptable-debiteur-casablanca-9219450,Comptable Débiteur - Casablanca,TECTRA CASA TERTIAIRE – RECRUTEMENT,2026-03-05,Casablanca-Mohammedia,Casablanca,CDI,Expérience entre 2 ans et 5 ans,Bac+2 - Bac+3 - Bac+4,Comptabilité - Gestion des Impayés - Gestion - Finance,"['Comptabilité', 'Gestion des Impayés', 'Gestion', 'Finance']",Junior (2-5 ans),2026,3
https://www.emploi.ma/offre-emploi-maroc/coordinateurtrice-examens-cambridge-casablanca-9260227,Coordinateur(trice) Examens Cambridge - Casablanca,CALLIOPE,2026-03-10,Casablanca-Mohammedia,Casablanca,CDI,Expérience entre 2 ans et 5 ans - Expérience entre 5 ans et 10 ans - Expérience > 10 ans,Bac+3 - Bac+4 - Bac+5 et plus,Réception - Gestion Administrative - Secrétariat - Administration - Assistanat - Réception,"['Réception', 'Gestion Administrative', 'Secrétariat', 'Administration', 'Assistanat', 'Réception']",Junior (2-5 ans),2026,3
https://www.emploi.ma/offre-emploi-maroc/ouvrier-polyvalent-casablanca-9271095,Ouvrier Polyvalent - Casablanca,SDK WOOD,2026-03-18,Casablanca-Mohammedia,Casablanca,CDD,Expérience entre 2 ans et 5 ans,Non spécifié,discipliné - Sérieux - Stockage - Rangement - Chargement - Déchargement - Transport,"['discipliné', 'Sérieux', 'Stockage', 'Rangement', 'Chargement', 'Déchargement', 'Transport']",Junior (2-5 ans),2026,3
https://www.emploi.ma/offre-emploi-maroc/assistant-e-tetouanzone-industriel-route-martil-9240494,Assistant (e) - Tétouan(Zone Industriel Route de Martil),Non spécifié,2026-03-17,Tanger-Tétouan-Al Hoceïma,Tétouan,CDI,Expérience entre 2 ans et 5 ans - Expérience entre 5 ans et 10 ans - Expérience > 10 ans,Bac+2 - Bac+3 - Bac+4 - Bac+5 et plus,Suivi des Dossiers - Gestion des Appels - Dossiers - Dossiers Administratifs - Administration - Assistanat - WORD - Secrétariat - POWERPOINT,"['Suivi des Dossiers', 'Gestion des Appels', 'Dossiers', 'Dossiers Administratifs', 'Administration', 'Assistanat', 'WORD', 'Secrétariat', 'POWERPOINT']",Junior (2-5 ans),2026,3
https://www.emploi.ma/offre-emploi-maroc/responsable-entrepot-junior-hf-casablanca-9255585,Responsable D’Entrepôt Junior (H/F) - Casablanca,DEKRA SERVICES,2026-03-06,Casablanca-Mohammedia,Casablanca,CDD,Non spécifié,Bac+5 et plus,Expédition - Transport - Entrepôt - Stockage - Expédition,"['Expédition', 'Transport', 'Entrepôt', 'Stockage', 'Expédition']",Non spécifié,2026,3
https://www.emploi.ma/offre-emploi-maroc/technicien-production-tanger-9260163,Technicien de Production - Tanger,COMPAGNIE INDUSTRIELLE DES FIBRES,2026-03-10,Tanger-Tétouan-Al Hoceïma,Tanger,CDI,Débutant < 2 ans - Expérience entre 2 ans et 5 ans,Bac+2,Électromécanique - Production - Maintenance - Fabrication Mécanique - Machines - Paramétrage - Qualité - Fabrication - Électromécanique,"['Électromécanique', 'Production', 'Maintenance', 'Fabrication Mécanique', 'Machines', 'Paramétrage', 'Qualité', 'Fabrication', 'Électromécanique']",Débutant,2026,3
https://www.emploi.ma/offre-emploi-maroc/operateur-menuiserie-metallique-bouskoura-9219721,Opérateur Menuiserie Métallique - Bouskoura,TECTRA,2026-02-06,Casablanca-Mohammedia,Bouskoura,Intérim,Débutant < 2 ans - Expérience entre 2 ans et 5 ans,Qualification avant bac - Bac - Bac+1 - Bac+2,[email protected] - Conseil - Réglage - Sécurité - Formation - Installation,"['[email protected]', 'Conseil', 'Réglage', 'Sécurité', 'Formation', 'Installation']",Débutant,2026,2
https://www.emploi.ma/offre-emploi-maroc/technicien-injection-meknes-9273752,Technicien d'Injection - Meknès,SOMACOS,2026-03-12,Agadir - Béni Mellal-Khénifra - Casablanca-Mohammedia - Dakhla - Errachidia - Fès - Guelmim - Laâyoune - Marrakech-Safi - Meknès - Oujda - Rabat-Salé-Kénitra - Settat - Tanger-Tétouan-Al Hoceïma - International,Meknès,CDI,Expérience entre 2 ans et 5 ans - Expérience entre 5 ans et 10 ans - Expérience > 10 ans,Bac+2 - Bac+3 - Bac+4 - Bac+5 et plus,Injection Plastique - Gestion d'Équipe - Production - Machines - Démontage - Qualité - Montage - Injection - Maintenance - Productivité - Extrusion - Injection Plastique,"['Injection Plastique', ""Gestion d'Équipe"", 'Production', 'Machines', 'Démontage', 'Qualité', 'Montage', 'Injection', 'Maintenance', 'Productivité', 'Extrusion', 'Injection Plastique']",Junior (2-5 ans),2026,3
https://www.emploi.ma/offre-emploi-maroc/chargee-personnel-had-soualem-9230067,Chargé(e) de Personnel - Had Soualem,TECTRA RECRUTEMENT MAROC,2026-02-13,Casablanca-Mohammedia,Had Soualem,Intérim,Expérience entre 2 ans et 5 ans,Bac+2,Qualité - Maintenance,"['Qualité', 'Maintenance']",Junior (2-5 ans),2026,2
https://www.emploi.ma/offre-emploi-maroc/receptionniste-marrakech-9212499,Réceptionniste - Marrakech,TECTRA MARRAKECH – HÔTELLERIE,2026-01-31,Marrakech-Safi,Marrakech,Intérim,Expérience entre 2 ans et 5 ans,Bac+2,Accueil - Communication - Réception des Clients - Service de Réception - Assistance - Formation - Réception - Restauration - Tourisme - Hôtellerie - Secteur Hôtelier - Conseil - Secrétariat - Assistanat - Facturation - Accueil,"['Accueil', 'Communication', 'Réception des Clients', 'Service de Réception', 'Assistance', 'Formation', 'Réception', 'Restauration', 'Tourisme', 'Hôtellerie', 'Secteur Hôtelier', 'Conseil', 'Secrétariat', 'Assistanat', 'Facturation', 'Accueil']",Junior (2-5 ans),2026,1
https://www.emploi.ma/offre-emploi-maroc/chargee-rh-remplacante-casablanca-9215756,Chargée RH Remplaçante - Casablanca,TECTRA AGENCE AIN SBAA,2026-02-03,Casablanca-Mohammedia,Casablanca,Intérim,Expérience entre 2 ans et 5 ans - Expérience entre 5 ans et 10 ans - Expérience > 10 ans,Bac+3 - Bac+4 - Bac+5 et plus,Formation - Recrutement,"['Formation', 'Recrutement']",Junior (2-5 ans),2026,2
https://www.emploi.ma/offre-emploi-maroc/commercial-bois-casablanca-9254055,Commercial Bois - Casablanca,SDK WOOD,2026-03-18,Casablanca-Mohammedia - Fès - Rabat-Salé-Kénitra,Casablanca,CDI,Expérience entre 2 ans et 5 ans,Bac+2 - Bac+3 - Bac+4 - Bac+5 et plus,Techniques de négociation - Gestion de la relation client - Capacité de prospection - Prospection - Négociation Commerciale - Négociation,"['Techniques de négociation', 'Gestion de la relation client', 'Capacité de prospection', 'Prospection', 'Négociation Commerciale', 'Négociation']",Junior (2-5 ans),2026,3
https://www.emploi.ma/offre-emploi-maroc/technicien-qshe-suivi-controle-travaux-rabat-9240894,Technicien QSHE – Suivi et Contrôle des Travaux - Rabat,INNOV ENGINEERING CONSULTING,2026-02-20,Rabat-Salé-Kénitra,Rabat,CDI,Non spécifié,Bac+2 - Bac+3 - Bac+4,Non spécifié,['Non spécifié'],Non spécifié,2026,2
https://www.emploi.ma/offre-emploi-maroc/charge-portefeuille-sidi-bennour-9217970,Chargé de Portefeuille - Sidi Bennour,FONDATION ARRAWAJ,2026-02-05,Settat,Sidi Bennour,CDI,Débutant < 2 ans - Expérience entre 2 ans et 5 ans - Expérience entre 5 ans et 10 ans - Expérience > 10 ans,Bac+3 - Bac+4 - Bac+5 et plus,Vente - Comptabilité - Recouvrement - Finance - Gestion,"['Vente', 'Comptabilité', 'Recouvrement', 'Finance', 'Gestion']",Débutant,2026,2
https://www.emploi.ma/offre-emploi-maroc/comptable-casablanca-9208803,Comptable - Casablanca,TECTRA AGENCE AIN SBAA,2026-01-29,Casablanca-Mohammedia,Casablanca,CDI - Intérim,Expérience entre 2 ans et 5 ans,Bac+2 - Bac+3 - Bac+4,Comptabilité - Finance - Gestion - Comptabilité,"['Comptabilité', 'Finance', 'Gestion', 'Comptabilité']",Junior (2-5 ans),2026,1
https://www.emploi.ma/offre-emploi-maroc/pharmacienne-chargee-affaires-reglementaires-ain-el-aouda-9212067,Pharmacien(ne) Chargé(e) des Affaires Réglementaires - Aïn El Aouda,AMANYS PHARMA,2026-02-27,Rabat-Salé-Kénitra,Aïn El Aouda,CDI,Expérience entre 2 ans et 5 ans - Expérience entre 5 ans et 10 ans - Expérience > 10 ans,Bac+5 et plus,Pharmacovigilance - Santé,"['Pharmacovigilance', 'Santé']",Junior (2-5 ans),2026,2
https://www.emploi.ma/offre-emploi-maroc/bim-modeleur-arc-architecture-batiment-casablanca-9272590,BIM Modeleur ARC (Architecture – Bâtiment) - Casablanca,JOB CONNECT,2026-03-11,Casablanca-Mohammedia,Casablanca,CDI,Expérience entre 2 ans et 5 ans - Expérience entre 5 ans et 10 ans - Expérience > 10 ans,Bac+3 - Bac+4 - Bac+5 et plus,BIM - Architecture - REVIT,"['BIM', 'Architecture', 'REVIT']",Junior (2-5 ans),2026,3
https://www.emploi.ma/offre-emploi-maroc/responsable-administratif-logistique-mohammedia-9105562,Responsable Administratif et Logistique - Mohammedia,BRIQUETERIE JBEL ANNOUR,2026-03-06,Casablanca-Mohammedia,Mohammedia,CDI,Expérience entre 5 ans et 10 ans - Expérience > 10 ans,Bac+3 - Bac+4 - Bac+5 et plus,Non spécifié,['Non spécifié'],Confirmé (5-10 ans),2026,3
https://www.emploi.ma/offre-emploi-maroc/charge-portefeuille-laayoune-9217978,Chargé de Portefeuille - Laâyoune,FONDATION ARRAWAJ,2026-02-05,Laâyoune,Laâyoune,CDI,Débutant < 2 ans - Expérience entre 2 ans et 5 ans - Expérience entre 5 ans et 10 ans - Expérience > 10 ans,Bac+3 - Bac+4 - Bac+5 et plus,Comptabilité - Recouvrement - Finance - Gestion,"['Comptabilité', 'Recouvrement', 'Finance', 'Gestion']",Débutant,2026,2
https://www.emploi.ma/offre-emploi-maroc/agente-ressources-humaines-rabat-9250592,Agent(e) Ressources Humaines - Rabat,Non spécifié,2026-03-13,Rabat-Salé-Kénitra,Rabat,CDI,Expérience entre 5 ans et 10 ans - Expérience > 10 ans,Bac+4 - Bac+5 et plus,Gestion - Finance - Processus RH - Comptabilité - Gestion de la Paie - Gestion des Ressources Humaines - Formation,"['Gestion', 'Finance', 'Processus RH', 'Comptabilité', 'Gestion de la Paie', 'Gestion des Ressources Humaines', 'Formation']",Confirmé (5-10 ans),2026,3
https://www.emploi.ma/offre-emploi-maroc/responsable-financier-casablanca-9232382,Responsable Financier - Casablanca,GROUPE MCE,2026-02-14,Casablanca-Mohammedia,Casablanca,CDI,Expérience entre 5 ans et 10 ans - Expérience > 10 ans,Bac+3 - Bac+4 - Bac+5 et plus,Fiscalité - Audit - Gestion - Consolidation - Finance - Comptabilité - Stratégie Financière - États Financiers - Trésorerie,"['Fiscalité', 'Audit', 'Gestion', 'Consolidation', 'Finance', 'Comptabilité', 'Stratégie Financière', 'États Financiers', 'Trésorerie']",Confirmé (5-10 ans),2026,2
https://www.emploi.ma/offre-emploi-maroc/chef-projet-developpement-territorial-social-hf-tanger-9254709,Chef de Projet Développement Territorial / Social (H/F) - Tanger,TMSA,2026-03-18,Tanger-Tétouan-Al Hoceïma,Tanger,CDI,Expérience entre 2 ans et 5 ans - Expérience entre 5 ans et 10 ans - Expérience > 10 ans,Bac+4 - Bac+5 et plus,Développement Social - Santé,"['Développement Social', 'Santé']",Junior (2-5 ans),2026,3
https://www.emploi.ma/offre-emploi-maroc/assistant-marketing-designer-meknes-9254018,Assistant Marketing Designer - Meknès,SOMACOS,2026-03-05,Agadir - Béni Mellal-Khénifra - Casablanca-Mohammedia - Dakhla - Errachidia - Fès - Guelmim - Laâyoune - Marrakech-Safi - Meknès - Oujda - Rabat-Salé-Kénitra - Settat - Tanger-Tétouan-Al Hoceïma - International,Meknès,CDI - CDD,Expérience entre 2 ans et 5 ans - Expérience entre 5 ans et 10 ans - Expérience > 10 ans,Bac+2 - Bac+3 - Bac+4 - Bac+5 et plus,Qualité - Maintenance,"['Qualité', 'Maintenance']",Junior (2-5 ans),2026,3
https://www.emploi.ma/offre-emploi-maroc/assistante-financiere-hf-casablanca-9015372,Assistante Financière (H/F) - Casablanca,Non spécifié,2026-03-12,Casablanca-Mohammedia,Casablanca,CDI,Débutant < 2 ans - Expérience entre 2 ans et 5 ans,Bac+2 - Bac+3,Analyse et contrôle des données financières - organisation et gestion des priorités - Rigueur et sens du détail - Gestion Administrative - Dossiers Administratifs - Gestion - Techniques de Gestion - Assistanat - Dossiers - Secrétariat - Finance - WORD - Comptabilité,"['Analyse et contrôle des données financières', 'organisation et gestion des priorités', 'Rigueur et sens du détail', 'Gestion Administrative', 'Dossiers Administratifs', 'Gestion', 'Techniques de Gestion', 'Assistanat', 'Dossiers', 'Secrétariat', 'Finance', 'WORD', 'Comptabilité']",Débutant,2026,3
https://www.emploi.ma/offre-emploi-maroc/commercial-sedentaire-temara-environs-9237991,Commercial Sédentaire - Témara et Environs,ALUNIONPROFIL SYSTEME,2026-02-19,Rabat-Salé-Kénitra,Témara,CDI,Débutant < 2 ans - Expérience entre 2 ans et 5 ans - Expérience entre 5 ans et 10 ans - Expérience > 10 ans,Bac+2 - Bac+3 - Bac+4 - Bac+5 et plus,Livraison - Devis - Formation - Suivi Commercial,"['Livraison', 'Devis', 'Formation', 'Suivi Commercial']",Débutant,2026,2
https://www.emploi.ma/offre-emploi-maroc/conseillere-showroom-marrakech-9227562,Conseillère Showroom - Marrakech,COLORADO,2026-02-11,Marrakech-Safi,Marrakech,CDI,"Etudiant, jeune diplômé - Débutant < 2 ans - Expérience entre 2 ans et 5 ans - Expérience entre 5 ans et 10 ans - Expérience > 10 ans",Bac+2 - Bac+3 - Bac+4 - Bac+5 et plus,Communication - Vente - Marketing - Communication,"['Communication', 'Vente', 'Marketing', 'Communication']",Débutant,2026,2
https://www.emploi.ma/offre-emploi-maroc/responsable-commercial-casablanca-9257503,Responsable Commercial - Casablanca,TECTRA AGENCE AIN SBAA,2026-03-07,Casablanca-Mohammedia,Casablanca,Intérim,Expérience entre 2 ans et 5 ans,Bac+3 - Bac+4,Gestion Commerciale - Négociation - Vente - Gestion Commerciale,"['Gestion Commerciale', 'Négociation', 'Vente', 'Gestion Commerciale']",Junior (2-5 ans),2026,3
https://www.emploi.ma/offre-emploi-maroc/technicien-electricien-casablanca-9259669,Technicien Électricien - Casablanca,TECTRA CASA TERTIAIRE – RECRUTEMENT,2026-03-10,Casablanca-Mohammedia,Casablanca,CDI - CDD - Intérim,Non spécifié,Qualification avant bac - Bac,Production - Maintenance - Qualité - Électrotechnique - Câblage,"['Production', 'Maintenance', 'Qualité', 'Électrotechnique', 'Câblage']",Non spécifié,2026,3
https://www.emploi.ma/offre-emploi-maroc/responsable-uap-tanger-9248187,Responsable UAP - Tanger,TESCA MOROCCO,2026-03-04,Tanger-Tétouan-Al Hoceïma,Tanger,CDI,Expérience entre 5 ans et 10 ans - Expérience > 10 ans,Bac+5 et plus,Maintenance - Production Industrielle - Qualité - Confection - Management de Production - Production - Génie Industriel - Amélioration Continue - Maintenance,"['Maintenance', 'Production Industrielle', 'Qualité', 'Confection', 'Management de Production', 'Production', 'Génie Industriel', 'Amélioration Continue', 'Maintenance']",Confirmé (5-10 ans),2026,3
https://www.emploi.ma/offre-emploi-maroc/marketing-assistant-hf-casablanca-9225154,Marketing Assistant (H/F) - Casablanca,DEKRA SERVICES,2026-02-10,Casablanca-Mohammedia,Casablanca,CDD,Expérience entre 5 ans et 10 ans - Expérience > 10 ans,Bac+5 et plus,Marketing - Communication - Stratégie Marketing,"['Marketing', 'Communication', 'Stratégie Marketing']",Confirmé (5-10 ans),2026,2
https://www.emploi.ma/offre-emploi-maroc/redacteur-web-francophone-hf-casablanca-9247653,Rédacteur Web Francophone H/F - Casablanca,Non spécifié,2026-03-18,Casablanca-Mohammedia,Casablanca,CDI,Débutant < 2 ans - Expérience entre 2 ans et 5 ans - Expérience entre 5 ans et 10 ans - Expérience > 10 ans,Bac - Bac+1 - Bac+2 - Bac+3 - Bac+4 - Bac+5 et plus,SEO - Rédaction,"['SEO', 'Rédaction']",Débutant,2026,3
https://www.emploi.ma/offre-emploi-maroc/operateur-machine-meknes-9273749,Opérateur de Machine - Meknès,SOMACOS,2026-03-12,Errachidia - Fès - Meknès,Meknès,CDD,"Etudiant, jeune diplômé - Débutant < 2 ans - Expérience entre 2 ans et 5 ans",Qualification avant bac - Bac - Bac+1 - Bac+2,Opérateur de machine - Production - Maintenance - Machines - Qualité,"['Opérateur de machine', 'Production', 'Maintenance', 'Machines', 'Qualité']",Débutant,2026,3
https://www.emploi.ma/offre-emploi-maroc/acheteurse-specialiste-achats-parapharmaceutiques-oujda-teletravail-possible,Acheteur(se) / Spécialiste Achats Parapharmaceutiques - Oujda (télétravail Possible),OPENSNZ TECHNOLOGY,2026-03-13,Oujda,Oujda,CDI,Expérience entre 2 ans et 5 ans - Expérience entre 5 ans et 10 ans - Expérience > 10 ans,Bac+3 - Bac+4 - Bac+5 et plus,Santé,['Santé'],Junior (2-5 ans),2026,3
https://www.emploi.ma/offre-emploi-maroc/gestionnaire-administration-ventes-casablanca-bouskoura-9245703,"Gestionnaire de L´Administration des Ventes - Casablanca, Bouskoura",SEPALUMIC,2026-02-24,Casablanca-Mohammedia,Casablanca,CDI,Expérience entre 2 ans et 5 ans,Bac+2 - Bac+3 - Bac+4 - Bac+5 et plus,Achats - Négociation - Achats,"['Achats', 'Négociation', 'Achats']",Junior (2-5 ans),2026,2
https://www.emploi.ma/offre-emploi-maroc/developpeur-mainframe-senior-hf-casablanca-9134178,Développeur Mainframe Senior (H/F) - Casablanca,AFRICAWORK,2026-02-20,Agadir - Béni Mellal-Khénifra - Casablanca-Mohammedia - Dakhla - Errachidia - Fès - Guelmim - Laâyoune - Marrakech-Safi - Meknès - Oujda - Rabat-Salé-Kénitra - Settat - Tanger-Tétouan-Al Hoceïma,Casablanca,CDI,Expérience entre 5 ans et 10 ans - Expérience > 10 ans,Bac+4 - Bac+5 et plus,CICS - DB2 - COBOL,"['CICS', 'DB2', 'COBOL']",Confirmé (5-10 ans),2026,2
https://www.emploi.ma/offre-emploi-maroc/responsable-coordination-casablanca-9227019,Responsable de Coordination - Casablanca,GROUPE MCE,2026-02-12,Casablanca-Mohammedia,Casablanca,CDI,Expérience entre 2 ans et 5 ans,Bac+5 et plus,Management - Gestion,"['Management', 'Gestion']",Junior (2-5 ans),2026,2
https://www.emploi.ma/offre-emploi-maroc/comptable-casablanca-9212838,Comptable - Casablanca,BRICOMA,2026-02-06,Casablanca-Mohammedia,Casablanca,CDI,Expérience entre 2 ans et 5 ans,Bac+3 - Bac+4 - Bac+5 et plus,Comptabilité - Finance - Comptabilité Générale - Gestion - Rapprochement Bancaire - Comptabilité,"['Comptabilité', 'Finance', 'Comptabilité Générale', 'Gestion', 'Rapprochement Bancaire', 'Comptabilité']",Junior (2-5 ans),2026,2
https://www.emploi.ma/offre-emploi-maroc/controleur-gestion-mohammedia-9023835,Contrôleur de Gestion - Mohammedia,BRIQUETERIE JBEL ANNOUR,2026-03-06,Casablanca-Mohammedia,Mohammedia,CDI,Expérience entre 5 ans et 10 ans - Expérience > 10 ans,Bac+4 - Bac+5 et plus,Non spécifié,['Non spécifié'],Confirmé (5-10 ans),2026,3
https://www.emploi.ma/offre-emploi-maroc/approvisionneur-planificateur-supply-chain-casablanca-9252920,Approvisionneur / Planificateur Supply Chain - Casablanca,GROUPE MCE,2026-03-03,Casablanca-Mohammedia,Casablanca,Intérim,Débutant < 2 ans - Expérience entre 2 ans et 5 ans - Expérience entre 5 ans et 10 ans - Expérience > 10 ans,Bac+3,Transport,['Transport'],Débutant,2026,3
https://www.emploi.ma/offre-emploi-maroc/professeur-permanent-informatique-rabat-9250042,Professeur Permanent en Informatique - Rabat,EDVANTIS HIGHER EDUCATION GROUP,2026-02-28,Rabat-Salé-Kénitra,Rabat,CDI,Expérience entre 2 ans et 5 ans - Expérience entre 5 ans et 10 ans - Expérience > 10 ans,Bac+5 et plus,Non spécifié,['Non spécifié'],Junior (2-5 ans),2026,2
https://www.emploi.ma/offre-emploi-maroc/responsable-ressources-humaines-hf-casablanca-9247017,Responsable des Ressources Humaines (H/F) - Casablanca,Non spécifié,2026-02-25,Casablanca-Mohammedia,Casablanca,CDI,Expérience entre 2 ans et 5 ans,Bac+3,Formation - Recrutement - Gestion de la Paie - Gestion Administrative - Administration du Personnel,"['Formation', 'Recrutement', 'Gestion de la Paie', 'Gestion Administrative', 'Administration du Personnel']",Junior (2-5 ans),2026,2
https://www.emploi.ma/offre-emploi-maroc/metreur-verificateur-agree-casablanca-9220110,Métreur Vérificateur Agréé - Casablanca,DEKRA SERVICES,2026-02-06,Casablanca-Mohammedia,Casablanca,CDI,Expérience entre 5 ans et 10 ans - Expérience > 10 ans,Bac+5 et plus,REVIT - AUTOCAD - Architecture - Promotion Immobilière - BTP,"['REVIT', 'AUTOCAD', 'Architecture', 'Promotion Immobilière', 'BTP']",Confirmé (5-10 ans),2026,2
https://www.emploi.ma/offre-emploi-maroc/coursier-motorise-casablanca-9228421,Coursier Motorisé - Casablanca,GROUPE MCE,2026-02-12,Casablanca-Mohammedia,Casablanca,Intérim,Débutant < 2 ans - Expérience entre 2 ans et 5 ans - Expérience entre 5 ans et 10 ans,Bac - Bac+1 - Bac+2,Non spécifié,['Non spécifié'],Débutant,2026,2
